uzytkownik,budzet,cel,czestotliwosc,teren,doswiadczenie,pogoda,dystans,rower
mężczyzna,7000,rekreacja,raz w tygodniu,góry,początkujący,dobra,50,Rower młodzieżowy ROMET Rambler R6.2 JR
kobieta,10000,sport,raz w tygodniu,góry,średniozaawansowany,deszczowa,20,Rower młodzieżowy ROMET Rambler R6.2 JR
kobieta,1000,sport,raz w tygodniu,teren mieszany,zaawansowany,każda,5,Rower MTB damski LAPIERRE Edge 3.7 W 
kobieta,2000,sport,codziennie,góry,początkujący,każda,50,Rower MTB damski LAPIERRE Edge 3.7 W
kobieta,5000,sport,raz w tygodniu,góry,średniozaawansowany,deszczowa,20,Rower młodzieżowy KROSS Esprit JR 2.0
mężczyzna,4000,rekreacja,raz w tygodniu,miasto,początkujący,deszczowa,30,Rower młodzieżowy KROSS Espera JR 2.0
kobieta,1500,rekreacja,kilka razy w tygodniu,teren mieszany,średniozaawansowany,słoneczna,30,Rower młodzieżowy SUPERIOR Racer 27
mężczyzna,7000,rekreacja,kilka razy w tygodniu,ścieżki rowerowe,początkujący,dobra,20,Rower młodzieżowy SUPERIOR Racer XC 27 DB
mężczyzna,5000,sport,codziennie,miasto,średniozaawansowany,słoneczna,20,Rower młodzieżowy SUPERIOR Racer XC 27 DB
kobieta,10000,sport,kilka razy w tygodniu,teren mieszany,średniozaawansowany,każda,50,Rower młodzieżowy ORBEA Onna 27 XS 50
kobieta,4000,dojazdy,codziennie,góry,początkujący,każda,10,Rower młodzieżowy ORBEA Onna 27 XS 50
kobieta,7000,dojazdy,codziennie,miasto,początkujący,deszczowa,50,Rower młodzieżowy WOOM 6 G
kobieta,7000,rekreacja,codziennie,miasto,średniozaawansowany,każda,5,Rower młodzieżowy ORBEA Onna 27 XS 40
kobieta,1500,dojazdy,kilka razy w tygodniu,góry,początkujący,słoneczna,10,Rower młodzieżowy ORBEA Onna 27 XS 40
mężczyzna,10000,sport,raz w tygodniu,ścieżki rowerowe,początkujący,dobra,20,Rower młodzieżowy WOOM EXPLORE 6
kobieta,10000,sport,kilka razy w tygodniu,ścieżki rowerowe,początkujący,słoneczna,20,Rower młodzieżowy WOOM EXPLORE 6
kobieta,7000,turystyka,kilka razy w tygodniu,teren mieszany,zaawansowany,deszczowa,30,Rower młodzieżowy WOOM EXPLORE 6
kobieta,2000,rekreacja,kilka razy w tygodniu,miasto,zaawansowany,każda,5,Rower młodzieżowy SUPERIOR F.L.Y. 27
mężczyzna,10000,rekreacja,codziennie,ścieżki rowerowe,początkujący,słoneczna,50,Rower młodzieżowy SUPERIOR F.L.Y. 27
kobieta,7000,dojazdy,codziennie,ścieżki rowerowe,zaawansowany,każda,10,Rower młodzieżowy SUPERIOR F.L.Y. 27
mężczyzna,10000,rekreacja,kilka razy w tygodniu,teren mieszany,początkujący,dobra,20,Rower młodzieżowy SUPERIOR F.L.Y. 27
kobieta,10000,turystyka,codziennie,ścieżki rowerowe,zaawansowany,każda,50,Rower młodzieżowy SUPERIOR Team 27 Elite
mężczyzna,10000,turystyka,raz w tygodniu,góry,średniozaawansowany,dobra,5,Rower młodzieżowy SUPERIOR Team 27 Elite
kobieta,3000,dojazdy,kilka razy w tygodniu,góry,początkujący,deszczowa,50,Rower młodzieżowy WOOM OFF 6
kobieta,2000,rekreacja,kilka razy w tygodniu,góry,zaawansowany,każda,30,Rower młodzieżowy WOOM OFF 6
kobieta,2000,turystyka,raz w tygodniu,teren mieszany,zaawansowany,dobra,5,Rower młodzieżowy NS BIKES Eccentric Mini Pro
mężczyzna,3000,turystyka,codziennie,góry,zaawansowany,deszczowa,50,Rower młodzieżowy ORBEA Laufey 27 H10
kobieta,7000,turystyka,raz w tygodniu,góry,średniozaawansowany,każda,30,Rower młodzieżowy GHOST Riot Youth Pro
kobieta,10000,rekreacja,codziennie,góry,średniozaawansowany,słoneczna,20,Rower elektryczny SUPERIOR eXC 7019 B
kobieta,4000,dojazdy,codziennie,teren mieszany,średniozaawansowany,słoneczna,10,Rower elektryczny SUPERIOR eXF 8089
mężczyzna,7000,rekreacja,kilka razy w tygodniu,teren mieszany,zaawansowany,dobra,5,Rower elektryczny R-RAYMON TrailRay 160E 7.0 Deore
kobieta,5000,rekreacja,kilka razy w tygodniu,miasto,zaawansowany,deszczowa,5,Rower elektryczny R-RAYMON TrailRay 160E 9.0
kobieta,10000,sport,codziennie,góry,zaawansowany,deszczowa,50,Rower elektryczny R-RAYMON TrailRay 140E 9.0
kobieta,4000,rekreacja,kilka razy w tygodniu,miasto,średniozaawansowany,każda,20,Rower elektryczny SUPERIOR eXF 9019
mężczyzna,1500,rekreacja,raz w tygodniu,miasto,zaawansowany,każda,10,Rower elektryczny R-RAYMON FullRay 150E 10.0
kobieta,1500,turystyka,codziennie,miasto,średniozaawansowany,deszczowa,50,Rower elektryczny KROSS Soil Boost 2.0 630 M
mężczyzna,5000,turystyka,codziennie,miasto,zaawansowany,słoneczna,5,Rower elektryczny SUPERIOR eXF 9039
mężczyzna,4000,rekreacja,kilka razy w tygodniu,miasto,średniozaawansowany,deszczowa,10,Rower elektryczny R-RAYMON FullRay 150E 9.0
mężczyzna,4000,rekreacja,raz w tygodniu,teren mieszany,średniozaawansowany,każda,30,Rower elektryczny LAPIERRE Overvolt TR 6.7
mężczyzna,5000,turystyka,kilka razy w tygodniu,miasto,początkujący,deszczowa,10,Rower elektryczny ORBEA Wild H20
kobieta,4000,dojazdy,codziennie,miasto,początkujący,każda,50,Rower elektryczny SUPERIOR eXF 9039 B
kobieta,3000,turystyka,codziennie,ścieżki rowerowe,średniozaawansowany,każda,50,Rower elektryczny HAIBIKE AllMtn CF 9
kobieta,4000,turystyka,codziennie,ścieżki rowerowe,zaawansowany,dobra,50,Rower elektryczny SUPERIOR eXF 9049 R
mężczyzna,3000,sport,raz w tygodniu,teren mieszany,średniozaawansowany,dobra,5,Rower elektryczny ORBEA Rise H10
kobieta,7000,turystyka,raz w tygodniu,miasto,średniozaawansowany,deszczowa,50,Rower elektryczny R-RAYMON Trailray 120 Pro
kobieta,2000,dojazdy,kilka razy w tygodniu,teren mieszany,początkujący,każda,50,Rower elektryczny ORBEA Wild M20
kobieta,5000,rekreacja,raz w tygodniu,miasto,początkujący,każda,5,Rower elektryczny R-RAYMON Trailray 120 Ultra
kobieta,5000,rekreacja,codziennie,góry,średniozaawansowany,dobra,10,Rower elektryczny R-RAYMON Trailray 150 Pro
mężczyzna,3000,sport,raz w tygodniu,miasto,początkujący,każda,30,Rower elektryczny ORBEA Rise SL H20
mężczyzna,3000,turystyka,kilka razy w tygodniu,ścieżki rowerowe,zaawansowany,dobra,50,Rower elektryczny ORBEA Wild ST H30
mężczyzna,10000,sport,raz w tygodniu,góry,średniozaawansowany,każda,10,Rower elektryczny GHOST E-RIOT Advanced
kobieta,3000,dojazdy,kilka razy w tygodniu,teren mieszany,zaawansowany,słoneczna,20,Rower elektryczny ORBEA Wild ST H20
kobieta,10000,sport,kilka razy w tygodniu,teren mieszany,zaawansowany,deszczowa,5,Rower elektryczny ORBEA Rise SL M20
mężczyzna,4000,sport,codziennie,ścieżki rowerowe,zaawansowany,każda,10,Rower elektryczny R-RAYMON FullRay 130E 4.0 9S M350
kobieta,5000,rekreacja,codziennie,teren mieszany,średniozaawansowany,każda,50,Rower elektryczny R-RAYMON FullRay 130E 6.0
kobieta,3000,sport,kilka razy w tygodniu,góry,średniozaawansowany,każda,30,Rower elektryczny R-RAYMON TrailRay 140E 10.0
mężczyzna,1000,turystyka,codziennie,teren mieszany,zaawansowany,każda,10,Rower elektryczny R-RAYMON FullRay 150E 9.0 SE
mężczyzna,3000,sport,codziennie,góry,początkujący,słoneczna,30,Rower elektryczny SUPERIOR eXF 9019 B
kobieta,1500,turystyka,kilka razy w tygodniu,góry,średniozaawansowany,deszczowa,30,Rower elektryczny NS BIKES E-Fine 2 Power
mężczyzna,2000,turystyka,codziennie,miasto,zaawansowany,dobra,5,Rower elektryczny R-RAYMON Trailray 120
mężczyzna,3000,rekreacja,kilka razy w tygodniu,góry,początkujący,deszczowa,30,Rower elektryczny R-RAYMON Trailray 150
kobieta,3000,rekreacja,codziennie,ścieżki rowerowe,zaawansowany,dobra,30,Rower elektryczny HAIBIKE AllTrail 5 Cues
kobieta,7000,sport,codziennie,góry,początkujący,deszczowa,20,Rower elektryczny KROSS Moon Boost 1.0
kobieta,3000,rekreacja,raz w tygodniu,ścieżki rowerowe,początkujący,słoneczna,20,Rower elektryczny HAIBIKE AllMtn 4 NX
kobieta,1500,sport,raz w tygodniu,góry,średniozaawansowany,deszczowa,30,Rower elektryczny R-RAYMON Airok
mężczyzna,2000,dojazdy,codziennie,teren mieszany,średniozaawansowany,każda,5,Rower elektryczny HAIBIKE AllMtn 6
kobieta,1000,dojazdy,raz w tygodniu,teren mieszany,średniozaawansowany,dobra,50,Rower elektryczny HAIBIKE AllMtn 6
mężczyzna,3000,sport,kilka razy w tygodniu,teren mieszany,średniozaawansowany,słoneczna,20,Rower elektryczny R-RAYMON Trailray 150 Ultra
mężczyzna,1000,turystyka,codziennie,góry,średniozaawansowany,deszczowa,10,Rower elektryczny R-RAYMON Airok Pro
mężczyzna,10000,sport,raz w tygodniu,ścieżki rowerowe,początkujący,każda,50,Rower elektryczny R-RAYMON Airok Ultra
kobieta,2000,turystyka,raz w tygodniu,góry,zaawansowany,dobra,10,Rower Dirt/Street OXFELD Brat Dirt
kobieta,10000,turystyka,kilka razy w tygodniu,teren mieszany,średniozaawansowany,deszczowa,20,Rower Dirt/Street OXFELD Brat Dirt
kobieta,2000,rekreacja,codziennie,teren mieszany,zaawansowany,dobra,10,Rower Dirt/Street OXFELD FLAG 2
mężczyzna,7000,dojazdy,kilka razy w tygodniu,teren mieszany,średniozaawansowany,deszczowa,5,Rower Dirt/Street OXFELD FLAG 2
mężczyzna,7000,dojazdy,raz w tygodniu,teren mieszany,początkujący,słoneczna,30,Rower Dirt/Street KELLYS Whip 30
mężczyzna,1000,sport,raz w tygodniu,góry,początkujący,każda,10,Rower Dirt/Street NS BIKES Zircus
kobieta,2000,turystyka,raz w tygodniu,góry,zaawansowany,słoneczna,30,Rower elektryczny KROSS Hexagon Boost
mężczyzna,1000,rekreacja,kilka razy w tygodniu,góry,średniozaawansowany,każda,5,Rower Dirt/Street MARIN Alcatraz 1
mężczyzna,5000,rekreacja,kilka razy w tygodniu,miasto,zaawansowany,słoneczna,10,Rower Dirt/Street NS BIKES Movement 3
kobieta,5000,turystyka,codziennie,teren mieszany,początkujący,słoneczna,5,Rower elektryczny WINORA E-Flitzer
kobieta,4000,rekreacja,kilka razy w tygodniu,ścieżki rowerowe,zaawansowany,deszczowa,10,Rower Dirt/Street NS BIKES Movement 2
mężczyzna,1500,dojazdy,raz w tygodniu,teren mieszany,średniozaawansowany,słoneczna,10,Rower Dirt/Street NS BIKES Metropolis 1
kobieta,7000,dojazdy,codziennie,góry,zaawansowany,każda,10,Rower Dirt/Street GHOST Nirvana 4X
mężczyzna,10000,dojazdy,raz w tygodniu,ścieżki rowerowe,początkujący,dobra,30,Rower elektryczny KROSS Esprit Boost 1.0
kobieta,1500,rekreacja,raz w tygodniu,ścieżki rowerowe,zaawansowany,każda,20,Rower elektryczny damski KROSS Lea Boost 1.0
mężczyzna,5000,dojazdy,raz w tygodniu,ścieżki rowerowe,zaawansowany,deszczowa,30,Rower elektryczny CANNONDALE Mavaro Neo SL 2
kobieta,5000,sport,codziennie,góry,średniozaawansowany,każda,30,Rower elektryczny CANNONDALE Mavaro Neo SL 2
mężczyzna,5000,dojazdy,raz w tygodniu,teren mieszany,zaawansowany,dobra,30,Rower elektryczny CANNONDALE Mavaro Neo SL 2
mężczyzna,2000,turystyka,kilka razy w tygodniu,góry,średniozaawansowany,każda,30,Rower Dirt/Street HARO Steel Reserve 2
mężczyzna,7000,sport,codziennie,ścieżki rowerowe,początkujący,słoneczna,5,Rower Dirt/Street HARO Steel Reserve 2
mężczyzna,5000,sport,raz w tygodniu,góry,średniozaawansowany,każda,50,Rower elektryczny CANNONDALE Mavaro Neo SL 2
kobieta,10000,dojazdy,raz w tygodniu,miasto,zaawansowany,deszczowa,30,Rower elektryczny damski KROSS Lea Boost 2.0
kobieta,2000,sport,codziennie,miasto,początkujący,deszczowa,5,Rower Dirt/Street MARIN Alcatraz 2
kobieta,4000,turystyka,raz w tygodniu,góry,średniozaawansowany,każda,20,Rower elektryczny CANNONDALE Mavaro Neo SL 1
mężczyzna,2000,sport,kilka razy w tygodniu,miasto,początkujący,dobra,10,Rower elektryczny CANNONDALE Mavaro Neo SL 1
kobieta,4000,turystyka,kilka razy w tygodniu,ścieżki rowerowe,średniozaawansowany,każda,20,Rower elektryczny CANNONDALE Mavaro Neo SL 1
kobieta,2000,dojazdy,kilka razy w tygodniu,miasto,średniozaawansowany,deszczowa,30,Rower elektryczny ROMET Wagant MM 1
kobieta,1000,turystyka,kilka razy w tygodniu,miasto,średniozaawansowany,słoneczna,50,Rower elektryczny ROMET Wagant MM 1
mężczyzna,5000,dojazdy,kilka razy w tygodniu,góry,średniozaawansowany,deszczowa,50,Rower elektryczny R-RAYMON TourRay E 1.0 SE
kobieta,1500,dojazdy,kilka razy w tygodniu,miasto,początkujący,każda,50,Rower elektryczny ROMET Orkan RM 2 M INT
kobieta,3000,sport,raz w tygodniu,teren mieszany,początkujący,każda,30,Rower elektryczny damski ROMET Orkan MM 2 D
mężczyzna,10000,dojazdy,kilka razy w tygodniu,ścieżki rowerowe,zaawansowany,dobra,10,Rower elektryczny R-RAYMON TourRay E 1.0 SE
kobieta,1500,dojazdy,raz w tygodniu,ścieżki rowerowe,średniozaawansowany,deszczowa,30,Rower elektryczny ROMET Orkan MM 2 M
kobieta,3000,sport,codziennie,miasto,zaawansowany,słoneczna,50,Rower elektryczny damski ROMET e-Gazela 1.0
kobieta,7000,dojazdy,kilka razy w tygodniu,góry,początkujący,deszczowa,50,Rower elektryczny BESV CT 2.3 LS
mężczyzna,3000,turystyka,kilka razy w tygodniu,teren mieszany,zaawansowany,każda,10,Rower elektryczny BESV CT 2.3
mężczyzna,1500,sport,raz w tygodniu,góry,średniozaawansowany,słoneczna,50,Rower elektryczny BESV CT 2.3 LS
kobieta,3000,dojazdy,codziennie,góry,początkujący,słoneczna,20,Rower elektryczny BESV CT 2.3 LS
kobieta,10000,turystyka,kilka razy w tygodniu,góry,zaawansowany,deszczowa,5,Rower elektryczny damski ROMET e-Gazela 2.0
kobieta,5000,turystyka,kilka razy w tygodniu,teren mieszany,zaawansowany,każda,5,Rower elektryczny BESV CT 2.6 LS
mężczyzna,1500,turystyka,codziennie,miasto,średniozaawansowany,deszczowa,20,Rower elektryczny R-RAYMON TourRay E 3.0 Gent T350
mężczyzna,7000,sport,codziennie,miasto,początkujący,każda,10,Rower elektryczny BESV TRX 1.5 LS
kobieta,2000,dojazdy,codziennie,teren mieszany,średniozaawansowany,dobra,50,Rower elektryczny damski R-RAYMON TourRay E 3.0 Lady T350
kobieta,7000,dojazdy,raz w tygodniu,ścieżki rowerowe,średniozaawansowany,każda,20,Rower elektryczny BESV TRX 1.5
kobieta,1000,turystyka,kilka razy w tygodniu,miasto,początkujący,deszczowa,5,Rower elektryczny KROSS Trans Hybrid LS 3.0
kobieta,10000,turystyka,raz w tygodniu,ścieżki rowerowe,średniozaawansowany,dobra,10,Rower elektryczny ROMET ERT 201 D
kobieta,3000,turystyka,codziennie,góry,średniozaawansowany,każda,10,Rower elektryczny HAIBIKE Hardnine 5
mężczyzna,5000,dojazdy,raz w tygodniu,miasto,średniozaawansowany,deszczowa,10,Rower elektryczny KALKHOFF Image 1.B Move
kobieta,5000,sport,raz w tygodniu,ścieżki rowerowe,średniozaawansowany,deszczowa,30,Rower elektryczny KALKHOFF Image 1.B Move
kobieta,10000,sport,codziennie,góry,średniozaawansowany,słoneczna,50,Rower elektryczny R-RAYMON CrossRay E 5.0 9S M350
mężczyzna,1500,sport,raz w tygodniu,teren mieszany,średniozaawansowany,każda,5,Rower elektryczny R-RAYMON HardRay E 5.0 27.5 9S M350
kobieta,10000,rekreacja,codziennie,miasto,zaawansowany,deszczowa,50,Rower elektryczny R-RAYMON HardRay E 5.0 29
mężczyzna,10000,rekreacja,codziennie,ścieżki rowerowe,średniozaawansowany,słoneczna,5,Rower elektryczny R-RAYMON CrossRay E 5.0 Gent
mężczyzna,7000,turystyka,kilka razy w tygodniu,teren mieszany,początkujący,każda,20,Rower elektryczny KELLYS Estima 10 SH
kobieta,3000,dojazdy,codziennie,miasto,początkujący,każda,5,Rower elektryczny R-RAYMON HardRay E 5.0 Alivio
kobieta,3000,turystyka,kilka razy w tygodniu,góry,zaawansowany,słoneczna,30,Rower elektryczny ROMET e-Orkan D 2.0
mężczyzna,1500,sport,codziennie,miasto,zaawansowany,dobra,20,Rower elektryczny R-RAYMON TourRay E 5.0 Gent 9S M350
mężczyzna,3000,dojazdy,kilka razy w tygodniu,ścieżki rowerowe,początkujący,każda,50,Rower elektryczny R-RAYMON CrossRay E 5.0 9S M350
kobieta,5000,sport,codziennie,teren mieszany,początkujący,słoneczna,5,Rower elektryczny R-RAYMON CrossRay E 5.0 9S M350
mężczyzna,7000,rekreacja,raz w tygodniu,ścieżki rowerowe,średniozaawansowany,dobra,20,Rower elektryczny R-RAYMON HardRay E 5.0 27.5 9S M350
mężczyzna,5000,sport,raz w tygodniu,ścieżki rowerowe,początkujący,każda,30,Rower elektryczny R-RAYMON TourRay E 5.0 9S M350
kobieta,3000,sport,raz w tygodniu,ścieżki rowerowe,początkujący,deszczowa,50,Rower elektryczny R-RAYMON TourRay E 5.0 9S M350
kobieta,10000,sport,raz w tygodniu,ścieżki rowerowe,średniozaawansowany,deszczowa,50,Rower elektryczny damski R-RAYMON CrossRay E 5.0 Lady
kobieta,1500,sport,codziennie,góry,początkujący,deszczowa,50,Rower elektryczny damski R-RAYMON CrossRay E 5.0 Lady
kobieta,10000,rekreacja,raz w tygodniu,ścieżki rowerowe,średniozaawansowany,dobra,50,Rower elektryczny damski SUPERIOR eXC 7019 WB
mężczyzna,10000,dojazdy,raz w tygodniu,miasto,średniozaawansowany,każda,30,Rower elektryczny R-RAYMON HardRay E 5.0 29
mężczyzna,1000,dojazdy,codziennie,ścieżki rowerowe,średniozaawansowany,słoneczna,20,Rower elektryczny KROSS Trans Hybrid 4.0
kobieta,1500,dojazdy,raz w tygodniu,miasto,początkujący,słoneczna,20,Rower elektryczny CANNONDALE Mavaro Neo 5 Low
mężczyzna,1500,dojazdy,kilka razy w tygodniu,teren mieszany,średniozaawansowany,deszczowa,50,Rower elektryczny R-RAYMON TourRay E 5.0 Gent 9S M350
kobieta,3000,turystyka,codziennie,góry,średniozaawansowany,dobra,10,Rower elektryczny SUPERIOR eXR 6050 B Touring
mężczyzna,3000,turystyka,kilka razy w tygodniu,miasto,średniozaawansowany,każda,50,Rower elektryczny SUPERIOR eXR 6050 BL Touring
mężczyzna,4000,sport,raz w tygodniu,ścieżki rowerowe,początkujący,słoneczna,10,Rower elektryczny KELLYS E-Carson 30
mężczyzna,1500,dojazdy,codziennie,ścieżki rowerowe,początkujący,słoneczna,30,Rower elektryczny KELLYS eMARC SH
mężczyzna,5000,rekreacja,kilka razy w tygodniu,miasto,zaawansowany,dobra,30,Rower elektryczny KROSS Level Boost 2.0
kobieta,1500,rekreacja,raz w tygodniu,miasto,średniozaawansowany,słoneczna,20,Rower elektryczny KALKHOFF Image 1.B Advance
mężczyzna,1500,sport,kilka razy w tygodniu,miasto,średniozaawansowany,każda,10,Rower elektryczny WINORA Sinus N8
mężczyzna,10000,rekreacja,codziennie,miasto,średniozaawansowany,dobra,5,Rower elektryczny HUSQVARNA Tourer T1
kobieta,7000,rekreacja,kilka razy w tygodniu,góry,zaawansowany,każda,5,Rower elektryczny KALKHOFF Image 1.B Advance
mężczyzna,4000,turystyka,kilka razy w tygodniu,teren mieszany,średniozaawansowany,dobra,50,Rower elektryczny KELLYS Tygon R10 P
kobieta,1000,sport,codziennie,ścieżki rowerowe,początkujący,słoneczna,10,Rower elektryczny KELLYS Tygon R10 P
kobieta,3000,sport,codziennie,góry,średniozaawansowany,słoneczna,5,Rower elektryczny damski KELLYS Tayen R10 P
kobieta,5000,rekreacja,kilka razy w tygodniu,miasto,zaawansowany,słoneczna,10,Rower elektryczny WINORA Yakun 10 Low
mężczyzna,1000,rekreacja,codziennie,ścieżki rowerowe,zaawansowany,deszczowa,5,Rower elektryczny HAIBIKE Trekking 5 High
kobieta,2000,dojazdy,raz w tygodniu,ścieżki rowerowe,początkujący,deszczowa,30,Rower elektryczny KROSS Trans Hybrid 6.0
mężczyzna,1000,turystyka,kilka razy w tygodniu,teren mieszany,początkujący,każda,50,Rower elektryczny SUPERIOR eXR 6090 BLS Touring
kobieta,10000,rekreacja,raz w tygodniu,ścieżki rowerowe,zaawansowany,deszczowa,10,Rower elektryczny R-RAYMON CrossRay E 6.0 9S M350
mężczyzna,2000,dojazdy,kilka razy w tygodniu,ścieżki rowerowe,zaawansowany,deszczowa,10,Rower elektryczny CANNONDALE Mavaro Neo 5
kobieta,1500,rekreacja,kilka razy w tygodniu,miasto,średniozaawansowany,deszczowa,20,Rower elektryczny damski R-RAYMON TourRay E 6.0 Lady 9S M350
kobieta,4000,turystyka,raz w tygodniu,góry,początkujący,deszczowa,10,Rower elektryczny KROSS Trans Hybrid Prestige
kobieta,4000,sport,kilka razy w tygodniu,miasto,początkujący,każda,30,Rower elektryczny HUSQVARNA Pather 1
kobieta,1500,turystyka,raz w tygodniu,teren mieszany,średniozaawansowany,słoneczna,10,Rower elektryczny damski R-RAYMON TourRay E 6.0 Lady 9S M350
mężczyzna,3000,turystyka,kilka razy w tygodniu,ścieżki rowerowe,średniozaawansowany,każda,30,Rower elektryczny R-RAYMON HardRay E 6.0
kobieta,1000,rekreacja,codziennie,ścieżki rowerowe,zaawansowany,deszczowa,50,Rower elektryczny GHOST E-Teru B Universal
kobieta,5000,sport,kilka razy w tygodniu,góry,zaawansowany,dobra,50,Rower elektryczny damski R-RAYMON CrossRay E 6.0 Lady
kobieta,2000,sport,raz w tygodniu,góry,zaawansowany,dobra,5,Rower elektryczny damski KELLYS E-Cristy 30 P
mężczyzna,1000,sport,raz w tygodniu,teren mieszany,zaawansowany,słoneczna,20,Rower elektryczny GHOST E-Teru B Essential EQ
kobieta,7000,sport,kilka razy w tygodniu,ścieżki rowerowe,średniozaawansowany,słoneczna,30,Rower elektryczny damski R-RAYMON TourRay E 6.5 Lady 12S SX
kobieta,7000,dojazdy,raz w tygodniu,miasto,średniozaawansowany,słoneczna,30,Rower elektryczny damski R-RAYMON CrossRay E 6.0 Lady 9S M350
kobieta,4000,dojazdy,raz w tygodniu,teren mieszany,początkujący,każda,30,Rower elektryczny R-RAYMON CrossRay E 6.0 9S M350
mężczyzna,1000,sport,raz w tygodniu,miasto,średniozaawansowany,deszczowa,10,Rower elektryczny CANNONDALE Mavaro Neo 5
mężczyzna,1500,sport,raz w tygodniu,teren mieszany,zaawansowany,każda,10,Rower elektryczny R-RAYMON TourRay E 6.0 Gent 9S M350
mężczyzna,1500,rekreacja,raz w tygodniu,ścieżki rowerowe,średniozaawansowany,deszczowa,50,Rower elektryczny R-RAYMON TourRay E 6.0 Wave 9S M350
mężczyzna,3000,turystyka,kilka razy w tygodniu,miasto,średniozaawansowany,każda,20,Rower elektryczny HAIBIKE Trekking 4
mężczyzna,3000,sport,kilka razy w tygodniu,ścieżki rowerowe,zaawansowany,słoneczna,5,Rower elektryczny R-RAYMON TourRay E 7.0 Gent
mężczyzna,1000,rekreacja,raz w tygodniu,teren mieszany,zaawansowany,słoneczna,50,Rower elektryczny R-RAYMON TourRay E 7.0 Gent
kobieta,4000,turystyka,kilka razy w tygodniu,miasto,średniozaawansowany,dobra,50,Rower elektryczny R-RAYMON HardRay E 7.0 29
mężczyzna,4000,dojazdy,codziennie,góry,średniozaawansowany,każda,20,Rower elektryczny GHOST E-Teru B Universal EQ
mężczyzna,7000,turystyka,codziennie,góry,początkujący,każda,30,Rower elektryczny R-RAYMON TourRay E 8.0 Gent
kobieta,1000,turystyka,codziennie,góry,zaawansowany,deszczowa,5,Rower elektryczny damski KELLYS E-Cristy 30 P Cues
mężczyzna,1500,dojazdy,raz w tygodniu,góry,średniozaawansowany,słoneczna,50,Rower elektryczny KELLYS E-Carson 30 P Cues
mężczyzna,10000,turystyka,codziennie,góry,zaawansowany,słoneczna,10,Rower elektryczny ORBEA Kemen 30 Cues
mężczyzna,1000,rekreacja,codziennie,ścieżki rowerowe,średniozaawansowany,każda,20,Rower elektryczny HUSQVARNA Grand City Y3
kobieta,1500,dojazdy,raz w tygodniu,miasto,średniozaawansowany,słoneczna,20,Rower elektryczny HUSQVARNA Tourer T2
mężczyzna,3000,sport,raz w tygodniu,miasto,średniozaawansowany,deszczowa,30,Rower elektryczny KELLYS Tayen R10 Air P
kobieta,7000,dojazdy,kilka razy w tygodniu,miasto,początkujący,słoneczna,10,Rower elektryczny LAPIERRE E-Explorer 7.6
kobieta,4000,dojazdy,raz w tygodniu,miasto,zaawansowany,dobra,20,Rower elektryczny KELLYS E-Carson 30 P Cues
kobieta,1000,sport,kilka razy w tygodniu,góry,zaawansowany,każda,30,Rower elektryczny SUPERIOR eXP 8089 B
mężczyzna,4000,sport,raz w tygodniu,teren mieszany,średniozaawansowany,dobra,10,Rower elektryczny R-RAYMON TourRay E 8.0 Wave 12S GX
kobieta,4000,dojazdy,kilka razy w tygodniu,ścieżki rowerowe,zaawansowany,słoneczna,20,Rower elektryczny KELLYS Tygon R10 Air P
mężczyzna,1500,rekreacja,raz w tygodniu,miasto,początkujący,każda,10,Rower elektryczny KELLYS Tygon R10 Air P
kobieta,2000,dojazdy,kilka razy w tygodniu,teren mieszany,średniozaawansowany,każda,10,Rower elektryczny SUPERIOR eXR 6090 B Touring
mężczyzna,2000,turystyka,kilka razy w tygodniu,ścieżki rowerowe,początkujący,słoneczna,5,Rower elektryczny LAPIERRE E-Explorer 7.6 MIX
mężczyzna,3000,dojazdy,raz w tygodniu,miasto,średniozaawansowany,słoneczna,30,Rower elektryczny HUSQVARNA Tourer T2
mężczyzna,1500,sport,kilka razy w tygodniu,ścieżki rowerowe,zaawansowany,dobra,50,Rower elektryczny KELLYS Tayen R10 Air P
kobieta,5000,turystyka,raz w tygodniu,ścieżki rowerowe,zaawansowany,każda,50,Rower elektryczny SUPERIOR eXR 6090 B Touring II
mężczyzna,1500,rekreacja,raz w tygodniu,ścieżki rowerowe,zaawansowany,każda,20,Rower elektryczny MONDRAKER Prime R (SPE)
kobieta,1500,dojazdy,codziennie,teren mieszany,zaawansowany,deszczowa,30,Rower elektryczny HUSQVARNA Grand Towner 5
mężczyzna,1000,rekreacja,kilka razy w tygodniu,ścieżki rowerowe,średniozaawansowany,deszczowa,30,Rower elektryczny HAIBIKE Trekking 8 Low
kobieta,5000,rekreacja,raz w tygodniu,miasto,początkujący,dobra,30,Rower elektryczny HUSQVARNA Pather 3
kobieta,5000,sport,kilka razy w tygodniu,miasto,zaawansowany,słoneczna,5,Rower elektryczny HUSQVARNA Pather 3
kobieta,1000,turystyka,kilka razy w tygodniu,góry,początkujący,słoneczna,50,Rower elektryczny HUSQVARNA Tourer T1
kobieta,4000,sport,kilka razy w tygodniu,teren mieszany,średniozaawansowany,deszczowa,10,"Rower elektryczny KELLYS Tygon R50 P 29"""
kobieta,3000,dojazdy,kilka razy w tygodniu,ścieżki rowerowe,początkujący,deszczowa,30,Rower elektryczny damski KELLYS Tayen R50 P
kobieta,5000,sport,kilka razy w tygodniu,miasto,zaawansowany,deszczowa,20,Rower elektryczny HUSQVARNA Pather 2
